Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14713,Timeshock! Pro Pinball,Ps,1998.0,Misc,Empire Interactive,0.02,0.01,0.0,0.0,0.03
14714,Max Payne,Gba,2003.0,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03
14715,D1 Professional Drift Grand Prix Series,Ps2,2005.0,Racing,Other Publishers,0.01,0.01,0.0,0.0,0.03
14716,Starry ? Sky: In Winter,Psp,2011.0,Misc,Other Publishers,0.0,0.0,0.03,0.0,0.03
14717,Little Bears,Ds,2009.0,Simulation,Other Publishers,0.03,0.0,0.0,0.0,0.03
14718,Rush Hour,Ps,1997.0,Misc,Other Publishers,0.02,0.01,0.0,0.0,0.03
14719,Pro Cast Sports Fishing,Xb,2003.0,Sports,Capcom,0.02,0.01,0.0,0.0,0.03
14720,Gintama: Banji Oku Chuubu!,Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14721,Aegis Of Earth: Protonovus Assault,Ps3,2016.0,Action,Other Publishers,0.01,0.01,0.0,0.0,0.03
14722,Saka Agari Hurricane Portable,Psp,2011.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14723,Negima!? Dream Tactic Yumemiru Otome Princess,Ps2,2007.0,Strategy,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14724,King Arthur Ii,Pc,2011.0,Strategy,Other Publishers,0.0,0.02,0.0,0.0,0.03
14725,Max Payne 2: The Fall Of Max Payne,Pc,2003.0,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
14726,Dakar 2: The World'S Ultimate Rally,Gc,2003.0,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
14727,Nba 2K7,Xb,2006.0,Sports,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03
14728,Auto Modellista,Gc,2003.0,Racing,Capcom,0.02,0.01,0.0,0.0,0.03
14729,Jewel Match 2,Ds,2012.0,Puzzle,Other Publishers,0.0,0.02,0.0,0.0,0.03
14730,"Hanayaka Kana, Ware Ga Ichizoku Twin Pack",Psp,2011.0,Misc,Idea Factory,0.0,0.0,0.03,0.0,0.03
14731,Mysims,Pc,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03
14732,Guild Wars: Nightfall,Pc,2006.0,Role-Playing,Other Publishers,0.0,0.02,0.0,0.01,0.03
14733,Greg Hastings' Tournament Paintball Max'D,Gba,2006.0,Shooter,Activision,0.02,0.01,0.0,0.0,0.03
14734,Dave Mirra Freestyle Bmx 3,Gba,2002.0,Sports,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
14735,My Animal Centre,Wii,2009.0,Simulation,Deep Silver,0.0,0.02,0.0,0.0,0.03
14736,Eco Creatures: Save The Forest,Ds,2007.0,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03
14737,Kintaihi Shounen No Jiken: Kyakusen Eris-Gou No Sangeki,Ds,2009.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14738,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,Ds,2011.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14739,Dragon Tamer: Sound Spirit,Ds,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14740,Frogger: Ancient Shadow,Xb,2005.0,Platform,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
14741,Pro Evolution Soccer 2017,Xone,2016.0,Sports,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.03
14742,La Pucelle: Ragnarok,Psp,2009.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14743,Kiniro No Corda 2 F Encore,Psp,2009.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14744,Darius Ii,Sat,1995.0,Shooter,Other Publishers,0.0,0.0,0.03,0.0,0.03
14745,Jewel Quest 5: The Sleepless Star,Ds,2012.0,Action,Other Publishers,0.0,0.02,0.0,0.0,0.03
14746,Rollercoaster Tycoon 2: Triple Thrill Pack,Pc,2003.0,Strategy,Atari,0.0,0.02,0.0,0.01,0.03
14747,Bleach: Soul Carnival 2,Psp,2009.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14748,Paraparaparadise,Ps2,2001.0,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14749,Tiger & Bunny: On-Air Jack!,Psp,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14750,Pro Evolution Soccer 2012,3Ds,2011.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03
14751,Eureka Seven Ao: Jungfrau No Hanabanatachi,Ps3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14752,Warship Gunner 2,Ps2,2006.0,Simulation,Tecmo Koei,0.01,0.01,0.0,0.0,0.03
14753,Gotcha Force,Gc,2003.0,Shooter,Capcom,0.01,0.0,0.01,0.0,0.03
14754,The Battle Of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,Ps2,2007.0,Fighting,Banpresto,0.0,0.0,0.03,0.0,0.03
14755,Star Wars The Clone Wars: Republic Heroes,Pc,2009.0,Action,Lucasarts,0.0,0.02,0.0,0.0,0.03
14756,Cid The Dummy,Psp,2009.0,Platform,Other Publishers,0.02,0.0,0.0,0.0,0.03
14757,Xblaze: Lost Memories,Psv,2015.0,Adventure,Other Publishers,0.02,0.0,0.0,0.01,0.03
14758,Dirt Rally,Pc,2016.0,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03
14759,The Perfect Golf,Ps,1995.0,Sports,Other Publishers,0.0,0.0,0.03,0.0,0.03
14760,Let'S Sing 2016,Ps4,2015.0,Action,Other Publishers,0.02,0.0,0.0,0.01,0.03
14761,Wrestle Kingdom,Ps2,2006.0,Fighting,Other Publishers,0.0,0.0,0.03,0.0,0.03
14762,Demon Driver: Time To Burn Rubber!,Gba,2003.0,Racing,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
14763,The Golf Club,Xone,2014.0,Sports,Unknown,0.02,0.0,0.0,0.0,0.03
14764,Bigfoot King Of Crush,Wii,2011.0,Racing,Other Publishers,0.02,0.0,0.0,0.0,0.03
14765,Mojo!,Xb,2003.0,Puzzle,Other Publishers,0.02,0.01,0.0,0.0,0.03
14766,Infinite Stratos 2: Ignition Hearts,Ps3,2014.0,Adventure,5Pb,0.0,0.0,0.03,0.0,0.03
14767,Cabela'S Big Game Hunter: Pro Hunts,X360,2014.0,Shooter,Activision,0.02,0.0,0.0,0.0,0.03
14768,Mahou Sensei Negima! Kagai Jugyou ~Otome No Dokidoki Beachside~,Ps2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14769,Nekketsu Kouha Kunio-Kun Sp: Rantou Kyousoukyoku,3Ds,2013.0,Fighting,Other Publishers,0.0,0.0,0.03,0.0,0.03
14770,The Sims 2: Bon Voyage,Pc,2007.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.03
14771,Buffy The Vampire Slayer: Chaos Bleeds,Gc,2003.0,Action,Vivendi Games,0.02,0.01,0.0,0.0,0.03
14772,Clannad,X360,2008.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14773,Brothers Conflict: Passion Pink,Psp,2012.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
14774,Kuryuu Youma Gakuenki Recharge,Ps2,2006.0,Adventure,Atlus,0.0,0.0,0.03,0.0,0.03
14775,My Frogger: Toy Trials,Ds,2006.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03
14776,Jet Grind Radio,Gba,2003.0,Action,Sega,0.02,0.01,0.0,0.0,0.03
14777,Farm Frenzy 3,Ds,2011.0,Strategy,Unknown,0.0,0.02,0.0,0.0,0.03
14778,Strike Witches: Aoi No Dengekisen - Shin Taichou Funtousuru!,Ds,2009.0,Action,Other Publishers,0.0,0.0,0.03,0.0,0.03
14779,3Ds Classic Collection,3Ds,2016.0,Misc,Sega,0.02,0.0,0.0,0.0,0.03
14780,Baldur'S Gate: Dark Alliance,Gba,2004.0,Role-Playing,Other Publishers,0.02,0.01,0.0,0.0,0.03
14781,Grid Autosport,Pc,2014.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.03
14782,The Adventures Of Lomax,Ps,1996.0,Platform,Other Publishers,0.01,0.01,0.0,0.0,0.03
14783,Neverwinter Nights Diamond,Pc,2004.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.03
14784,Divinity Ii: Flames Of Vengeance,Pc,2010.0,Role-Playing,Other Publishers,0.0,0.02,0.0,0.01,0.03
14785,Under The Skin,Ps2,2004.0,Action,Capcom,0.01,0.01,0.0,0.0,0.03
14786,Battlefield 2142,Pc,2006.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03
14787,Kabu Trader Shun,Ds,2007.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03
14788,Air Conflicts: Secret Wars,Pc,2011.0,Simulation,Other Publishers,0.0,0.02,0.0,0.01,0.03
14789,Poy Poy,Ps,1997.0,Action,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03
14790,Hermie Hopperhead: Scrap Panic,Ps,1995.0,Platform,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.03
14791,Lost Planet 2,Pc,2010.0,Shooter,Capcom,0.0,0.02,0.0,0.01,0.03
14792,Nhl 07,Xb,2006.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03
14793,Drummania 7Th Mix,Ps2,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14794,Runabout 3: Neo Age,Ps2,2002.0,Racing,Other Publishers,0.0,0.0,0.03,0.0,0.03
14795,Amnesia World,Psv,2014.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14796,Captain Morgane And The Golden Turtle,Ps3,2012.0,Adventure,Other Publishers,0.0,0.02,0.0,0.01,0.03
14797,Bully: Scholarship Edition,Pc,2008.0,Action,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
14798,My Ballet Studio,Wii,2009.0,Simulation,505 Games,0.02,0.0,0.0,0.0,0.03
14799,Guild Wars,Pc,2005.0,Role-Playing,Other Publishers,0.02,0.0,0.0,0.0,0.03
14800,Clannad: Mitsumi Mamoru Sakamichi De - Gekan,Psp,2010.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14801,Archer Maclean Presents: Pool Paradise,Gc,2004.0,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
14802,Sengoku Efuda Yuugi: Hototogisu Tairan,Psp,2010.0,Strategy,Other Publishers,0.0,0.0,0.03,0.0,0.03
14803,Battlezone,Psp,2006.0,Shooter,Atari,0.02,0.0,0.0,0.0,0.03
14804,Ookiku Furikabutte: Honto No Ace Ni Nareru Kamo,Ds,2007.0,Sports,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14805,Medal Of Honor: Vanguard,Ps2,2007.0,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03
14806,Touch Shot! Love Application,Ps3,2012.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14807,Nanotek Warrior,Ps,1997.0,Shooter,Virgin Interactive,0.01,0.01,0.0,0.0,0.03
14808,Galileo,Ds,2008.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14809,Cake Mania: Baker'S Challenge,Ps2,2008.0,Puzzle,Other Publishers,0.01,0.01,0.0,0.0,0.03
14810,Captain Tsubasa J: The Way To World Youth,Snes,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14811,Super Monkey Ball Adventure,Ps2,2006.0,Platform,Sega,0.01,0.01,0.0,0.0,0.03
14812,Alien Breed Trilogy,X360,2011.0,Shooter,Other Publishers,0.0,0.02,0.0,0.0,0.03
14813,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,Psv,2015.0,Simulation,Other Publishers,0.0,0.0,0.03,0.0,0.03
14814,Sengoku Basara: Sanada Yukimura-Den,Ps4,2016.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03
14815,Cid The Dummy,Wii,2009.0,Platform,Other Publishers,0.02,0.0,0.0,0.0,0.03
14816,Kisuato,Psv,2015.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14817,Madden Nfl 07,Gba,2006.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03
14818,Renegade Racers,Ps,1999.0,Racing,Other Publishers,0.01,0.01,0.0,0.0,0.03
14819,The Legend Of Korra (3Ds),3Ds,2014.0,Strategy,Activision,0.02,0.0,0.0,0.0,0.03
14820,Animates!,Ds,2007.0,Simulation,Other Publishers,0.02,0.0,0.0,0.0,0.03
14821,Monster High 13 Wishes,Wiiu,2013.0,Action,Other Publishers,0.02,0.0,0.0,0.0,0.03
14822,Franklin The Turtle,Gba,2005.0,Misc,Other Publishers,0.02,0.01,0.0,0.0,0.03
14823,Steins;Gate 0,Ps3,2015.0,Adventure,5Pb,0.0,0.0,0.03,0.0,0.03
14824,Catan,Ds,2009.0,Strategy,Other Publishers,0.0,0.02,0.0,0.0,0.03
14825,Backyard Nfl Football,Wii,2007.0,Sports,Atari,0.02,0.0,0.0,0.0,0.03
14826,Captain Morgane And The Golden Turtle,Pc,2012.0,Adventure,Other Publishers,0.0,0.02,0.0,0.0,0.03
14827,Gauntlet / Rampart,Gba,2005.0,Misc,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14828,Age Of Empires Iii: Gold Edition,Pc,2007.0,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.01,0.03
14829,Let'S Play Ballerina,Wii,2010.0,Sports,Deep Silver,0.02,0.0,0.0,0.0,0.03
14830,Disney Planes Fire & Rescue,Wiiu,2014.0,Action,Disney Interactive Studios,0.01,0.01,0.0,0.0,0.03
14831,Dream Girl Premier,3Ds,2015.0,Misc,Other Publishers,0.0,0.0,0.03,0.0,0.03
14832,River King: Wonderful Journey,Ps2,2005.0,Sports,505 Games,0.01,0.01,0.0,0.0,0.03
14833,Senran Kagura: Bon Appétit!,Psv,2014.0,Misc,Other Publishers,0.0,0.0,0.03,0.0,0.03
14834,Ducati Moto,Ds,2008.0,Racing,Other Publishers,0.02,0.0,0.0,0.0,0.03
14835,Justice League Heroes: The Flash,Gba,2006.0,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03
14836,Pop Cutie! Street Fashion Simulation (Jp Sales),Ds,2008.0,Simulation,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14837,The Peanuts Movie: Snoopy'S Grand Adventure,Ps4,2015.0,Action,Activision,0.0,0.02,0.0,0.0,0.03
14838,Kawasaki Snowmobiles,Wii,2008.0,Racing,Other Publishers,0.02,0.0,0.0,0.0,0.03
14839,Dungeon Siege Ii,Pc,2005.0,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03
14840,Bae Yong-Joon To Manabu Kankokugo Ds,Ds,2009.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03
14841,World War Ii Combat: Road To Berlin,Xb,2006.0,Shooter,Other Publishers,0.02,0.01,0.0,0.0,0.03
14842,Metal Saga,Ps2,2005.0,Role-Playing,Other Publishers,0.01,0.01,0.0,0.0,0.03
14843,Imagine: Sweet 16,Ds,2010.0,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.03
14844,Swat 4,Pc,2005.0,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03
14845,Last Escort 2: Shinya No Amai Toge,Ps2,2008.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14846,Pop'N Music 13 Carnival,Ps2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14847,Magicka Collection,Pc,2011.0,Adventure,Unknown,0.0,0.02,0.0,0.0,0.03
14848,Bookworm,Gba,2004.0,Puzzle,Unknown,0.02,0.01,0.0,0.0,0.03
14849,Tokushu Houdoubu,Psv,2012.0,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14850,Terraria,Wiiu,2016.0,Action,505 Games,0.0,0.02,0.0,0.0,0.03
14851,My Doitall,Ds,2009.0,Misc,Other Publishers,0.02,0.0,0.0,0.0,0.03
14853,Shakugan No Shana,Ps2,2006.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14854,Monster Mayhem: Build And Battle,Wii,2009.0,Simulation,Other Publishers,0.02,0.0,0.0,0.0,0.03
14855,I Heart Geeks,Ds,2011.0,Puzzle,Other Publishers,0.02,0.0,0.0,0.0,0.03
14856,Hokuto No Ken: Hokuto Shinken Denshousha No Michi,Ds,2008.0,Action,Other Publishers,0.0,0.0,0.03,0.0,0.03
14857,The Lord Of The Rings: Conquest,Pc,2009.0,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.03
14859,Wand Of Fortune 2: Jikuu Ni Shizumu Mokushiroku,Psp,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14860,Little Busters! Converted Edition,Psv,2012.0,Action,Other Publishers,0.0,0.0,0.03,0.0,0.03
14861,Hankou Shashin,Sat,1996.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14862,Meiq No Chika Ni Shisu: A Maze To Eradicate Them All,Psv,2015.0,Role-Playing,Idea Factory,0.0,0.01,0.01,0.0,0.03
14863,Marker Man Adventures,Ds,2009.0,Platform,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03
14864,Capcom Digital Collection,X360,2012.0,Action,Capcom,0.02,0.01,0.0,0.0,0.03
14865,Pro Yakyuu Family Stadium,Wii,2008.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14866,Open Season,Ps2,2006.0,Platform,Ubisoft,0.01,0.01,0.0,0.0,0.03
14867,Monster Hunter Frontier Online: Forward 2,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
14868,Moyashimon Ds,Ds,2009.0,Action,Other Publishers,0.0,0.0,0.03,0.0,0.03
14869,A Ressha De Gyoukou 2001,Ps2,2001.0,Simulation,Other Publishers,0.0,0.0,0.03,0.0,0.03
14870,Diabolik Lovers: Lunatic Parade,Psv,2016.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14871,Let'S Dance With Mel B,Wii,2011.0,Sports,Other Publishers,0.0,0.02,0.0,0.0,0.03
14872,Battlestations: Pacific,Pc,2009.0,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03
14873,Neverwinter Nights 2,Pc,2006.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.03
14874,Starry ? Sky: In Autumn,Psp,2010.0,Misc,Other Publishers,0.0,0.0,0.03,0.0,0.03
14875,Battlefield 1942,Pc,2002.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03
14876,Back To The Future: The Game,X360,2015.0,Adventure,Other Publishers,0.02,0.01,0.0,0.0,0.03
14877,Pitball,Ps,1996.0,Sports,Other Publishers,0.01,0.01,0.0,0.0,0.03
14878,X-Men Origins: Wolverine - Uncaged Edition,Pc,2009.0,Action,Activision,0.02,0.0,0.0,0.0,0.03
14880,D.C. Iii: Da Capo Iii,Psp,2013.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14881,Judge Dredd: Dredd Vs Death,Ps2,2003.0,Shooter,Other Publishers,0.01,0.01,0.0,0.0,0.03
14882,Ocean Commander,Wii,2009.0,Simulation,Other Publishers,0.02,0.0,0.0,0.0,0.03
14883,Drome Racers,Gba,2003.0,Racing,Thq,0.02,0.01,0.0,0.0,0.03
14884,Wand Of Fortune 2 Fd: Kimi Ni Sasageru Epilogue,Psp,2012.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14885,God Eater Off Shot: Lindow-Hen Twin Pack & Animation Vol. 2,Ps4,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14886,Tank Beat,Ds,2006.0,Strategy,Other Publishers,0.01,0.01,0.0,0.0,0.03
14887,Lego Pirates Of The Caribbean: The Video Game,Pc,2011.0,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.03
14888,Turbo: Super Stunt Squad,Wiiu,2013.0,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.03
14889,Jurassic Park: Operation Genesis,Pc,2003.0,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.03
14890,The Peanuts Movie: Snoopy'S Grand Adventure,X360,2015.0,Action,Activision,0.0,0.02,0.0,0.0,0.03
14891,Tenkaichi * Sengoku Lovers,Ds,2010.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14892,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou O Motomeru Monotachi,Ps3,2013.0,Misc,Other Publishers,0.0,0.0,0.03,0.0,0.03
14893,Jissen Pachi-Slot Hisshouhou! Hokuto No Ken 2,Ps2,2007.0,Misc,Sega,0.0,0.0,0.03,0.0,0.03
14894,Bode Miller Alpine Skiing,Ps2,2006.0,Sports,Other Publishers,0.01,0.01,0.0,0.0,0.03
14895,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite De Chu,Gba,2006.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.03
14896,R-Type Delta,Ps,1998.0,Shooter,Other Publishers,0.01,0.01,0.0,0.0,0.03
14897,Angelique: Maren No Rokukishi,Psp,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14898,Soul Eater: Battle Resonance,Psp,2009.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14899,Psycho-Pass: Mandatory Happiness,Ps4,2016.0,Adventure,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.03
14900,Hisshou Pachinko*Pachi-Slot Kouryaku Series Ds Vol. 3: Shinseiki Evangelion - Yakusoku No Toki,Ds,2008.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03
14901,The Great Battle Gaiden 2: Matsuri Da Wasshoi,Snes,1994.0,Action,Banpresto,0.0,0.0,0.03,0.0,0.03
14902,Napoleon Dynamite: The Game,Ds,2007.0,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.03
14903,Shinseiki Evangelion Ayanami Ikusei Keikaku Ds With Asuka Hokan Keikaku,Ds,2008.0,Simulation,Other Publishers,0.0,0.0,0.03,0.0,0.03
14904,Rock 'N' Roll Adventures,Wii,2007.0,Platform,Other Publishers,0.02,0.0,0.0,0.0,0.03
14905,War Gods,Ps,1996.0,Fighting,Other Publishers,0.01,0.01,0.0,0.0,0.03
14906,Evangelion: Jo,Ps2,2009.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14907,Doki Oki,Ps,1995.0,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.03
14908,Gakuen Alice: Wakuwaku * Happy Friends,Ds,2007.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14909,Kyokugen Dasshutsu Adv: Zennin Shiboudesu,Psv,2012.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14910,Konohana 2: Todoke Kanai Requiem,Ps2,2002.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14911,Derby Time 2006,Psp,2006.0,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14912,Yuusha Shisu.,Psv,2016.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
14913,Monster Mayhem: Build And Battle,Ds,2009.0,Simulation,Other Publishers,0.02,0.0,0.0,0.0,0.02
14914,Senjou No Waltz,Psv,2014.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14915,Chuck E. Cheese'S Sports Games,Wii,2011.0,Sports,Other Publishers,0.02,0.0,0.0,0.0,0.02
14916,Ghostbusters (2016),Xone,2016.0,Action,Activision,0.02,0.0,0.0,0.0,0.02
14917,Stronghold 2 Deluxe,Pc,2005.0,Strategy,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02
14918,Maplus: Portable Navi 3,Psp,2009.0,Misc,Other Publishers,0.0,0.0,0.02,0.0,0.02
14919,Death Note: L O Tsugu Mono,Ds,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14920,Zoocube,Gc,2002.0,Puzzle,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02
14921,Puppet Show 3: Lost Town,Pc,2011.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
14922,Star Wars: Empire At War - Forces Of Corruption,Pc,2006.0,Strategy,Lucasarts,0.0,0.02,0.0,0.0,0.02
14923,Spy Hunter / Super Sprint,Gba,2005.0,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02
14924,Otometeki Koi Kakumei * Love Revo! Portable,Psp,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14925,Clover No Kuni No Alice: Wonderful Wonder World,Ps2,2010.0,Adventure,Other Publishers,0.0,0.0,0.02,0.0,0.02
14926,Room Zoom: Race For Impact,Xb,2004.0,Racing,Other Publishers,0.02,0.01,0.0,0.0,0.02
14927,Yahari Game Demo Ore No Seishun Love-Kome Hamachi Gatteiru,Psv,2013.0,Adventure,5Pb,0.0,0.0,0.02,0.0,0.02
14929,Ghost Pirates Of Vooju Island,Pc,2009.0,Adventure,Other Publishers,0.0,0.02,0.0,0.0,0.02
14930,America Oudan Ultra-Quiz,Sat,1995.0,Misc,Other Publishers,0.0,0.0,0.02,0.0,0.02
14931,Dodonpachi Dai-Oujou: Black Label Extra,X360,2009.0,Shooter,5Pb,0.0,0.0,0.02,0.0,0.02
14932,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,Ds,2009.0,Misc,Other Publishers,0.0,0.02,0.0,0.0,0.02
14933,Paraworld,Pc,2006.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02
14934,Tropico Reloaded,Pc,2009.0,Strategy,Other Publishers,0.0,0.02,0.0,0.0,0.02
14935,Shinseiki Evangelion: Battle Orchestra,Ps2,2007.0,Fighting,Other Publishers,0.0,0.0,0.02,0.0,0.02
14936,Pharaoh,Pc,1998.0,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02
14937,Vampire Mansion: Linda Hyde,Ds,2011.0,Adventure,Unknown,0.0,0.02,0.0,0.0,0.02
14938,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,Ds,2008.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14939,Battlefield 2: Modern Combat(Jp Sales),Ps2,2005.0,Shooter,Electronic Arts,0.0,0.0,0.02,0.0,0.02
14940,The Idolmaster: Gravure For You! Vol.7,Ps3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14941,Stake: Fortune Fighters,Xb,2003.0,Fighting,Other Publishers,0.02,0.01,0.0,0.0,0.02
14942,Serious Sam Advance,Gba,2004.0,Shooter,Other Publishers,0.02,0.01,0.0,0.0,0.02
14943,The Settlers: Rise Of An Empire,Pc,2007.0,Strategy,Ubisoft,0.01,0.01,0.0,0.0,0.02
14944,Let'S Play Garden,Wii,2010.0,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02
14946,Pop'N Music 12 Iroha,Ps2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14947,Beatmania Iidx 11: Iidx Red,Ps2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14948,Warhammer Online: Age Of Reckoning,Pc,2008.0,Role-Playing,Other Publishers,0.0,0.02,0.0,0.0,0.02
